,title,price,rr,link,img_link,details
51,MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹84,990",10 Ratings & 3 Reviews,/msi-sword-15-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-a12ud-471in-gaming-laptop/p/itmc384d276b42b2?pid=COMGEY8WZREVKB2R&lid=LSTCOMGEY8WZREVKB2R2HVPBM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMGEY8WZREVKB2R.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/n/t/g/sword-15-a12ud-gaming-laptop-msi-original-imageymchyn4ypgz.jpeg?q=70,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-In Warranty Term
52,HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop,"₹51,890",161 Ratings & 8 Reviews,/hp-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq4022tu-thin-light-laptop/p/itm884a0e7eddc83?pid=COMGBH9JY38MYJAZ&lid=LSTCOMGBH9JY38MYJAZU1WJIK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMGBH9JY38MYJAZ.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/v/d/d/15s-fq2626tu-thin-and-light-laptop-hp-original-imagbpb2sztfprgz.jpeg?q=70,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
53,Lenovo Ideapad Gaming 3 Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹70,490",11 Ratings & 0 Reviews,/lenovo-ideapad-gaming-3-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ihu6-laptop/p/itm862099f931fb1?pid=COMGEMAYVEKWBVZB&lid=LSTCOMGEMAYVEKWBVZBCAMZTA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMGEMAYVEKWBVZB.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Carry-in Warranty
54,DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"₹39,490",296 Ratings & 27 Reviews,/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMG9NYDK7VGYKU4.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD38.0 cm (14.96 Inch) Display1 Year Onsite Warranty
55,ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹79,990",397 Ratings & 58 Reviews,/asus-tuf-gaming-a17-ryzen-7-octa-core-4800h-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa706ic-hx003t-laptop/p/itmccc79bbd17e07?pid=COMG8N5PFPCX9Z3J&lid=LSTCOMG8N5PFPCX9Z3JGKCEFC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMG8N5PFPCX9Z3J.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 10 Operating System512 GB SSD43.94 cm (17.3 inch) Display1 Year Onsite Warranty
56,DELL Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹75,990",79 Ratings & 10 Reviews,/dell-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmdcfbf0112dca1?pid=COMGCNDPFGGYSU3U&lid=LSTCOMGCNDPFGGYSU3U8JBUJ2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMGCNDPFGGYSU3U.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/e/g/8/g15-5515-gaming-laptop-dell-original-imagcnty69nhzy58.jpeg?q=70,"NVIDIA RTX 3050 Graphics upto 90W TGP15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)Alienware Command CenterAMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Hardware Service"
57,Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,"₹35,490","3,697 Ratings & 395 Reviews",/lenovo-ideapad-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-15iml05-thin-light-laptop/p/itmd1871bfcde765?pid=COMG6AKVAHWTHAQG&lid=LSTCOMG6AKVAHWTHAQGXUICJF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMG6AKVAHWTHAQG.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20192 Years Warranty
58,acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA...,"₹96,990",452 Ratings & 63 Reviews,/acer-nitro-5-ryzen-7-octa-core-5800h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-an515-45-an515-45-r2gl-gaming-laptop/p/itma1ea7a5c6d853?pid=COMG2HCTU4CAZWD9&lid=LSTCOMG2HCTU4CAZWD9BE9ADX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_67&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMG2HCTU4CAZWD9.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kmns7m80/computer/o/0/x/na-gaming-laptop-acer-original-imagfgq66pufmnny.jpeg?q=70,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayQuick Access, Acer Care Center, Acer Product Registration, NitroSense, GOTrust, PC Manager1 Year International Travelers Warranty"
59,HP OMEN Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹98,990",5 Ratings & 0 Reviews,/hp-omen-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050ti-16-c0138ax-gaming-laptop/p/itmb687d9c87a4c3?pid=COMGBHZB9KWHERHT&lid=LSTCOMGBHZB9KWHERHTHJQ6M3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_69&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMGBHZB9KWHERHT.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty
60,"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510, X9K0T Thin and ...","₹42,090",701 Ratings & 89 Reviews,/dell-vostro-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3510-x9k0t-thin-light-laptop/p/itmdb0953094ba84?pid=COMGBP5FEFEWGNZZ&lid=LSTCOMGBP5FEFEWGNZZAMVCPR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_72&otracker=search&fm=organic&iid=7e2fc25b-a3d1-46e2-880c-d256166914be.COMGBP5FEFEWGNZZ.SEARCH&ppt=None&ppn=None&ssid=2fminzhn400000001662961978914&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/s/e/r/-original-imagcr7j9zvqpjeq.jpeg?q=70,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
61,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"₹76,990",41 Ratings & 3 Reviews,/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5410-2-1-laptop/p/itm73b71e2dbb41c?pid=COMG9ETA9GRZQ9XY&lid=LSTCOMG9ETA9GRZQ9XYIORM3I&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMG9ETA9GRZQ9XY.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite Warranty
62,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,"₹48,249",870 Ratings & 110 Reviews,/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-14s-fq1092au-thin-light-laptop/p/itm808dc28eb54e7?pid=COMGAX8EYBZZDXY6&lid=LSTCOMGAX8EYBZZDXY6KGWIPZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_74&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMGAX8EYBZZDXY6.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/k/i/-original-imaggsh8hmh4jmdz.jpeg?q=70,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""1 Year Onsite Warranty"
63,DELL Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,"₹42,600",681 Ratings & 87 Reviews,/dell-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-vostro-3510-thin-light-laptop/p/itm9ba5f470413d2?pid=COMGBP5FXHE2MXAZ&lid=LSTCOMGBP5FXHE2MXAZ3QISAH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMGBP5FXHE2MXAZ.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kzvlua80/computer/v/k/o/vostro-3510-thin-and-light-laptop-dell-original-imagbscgmx366uhv.jpeg?q=70,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
64,"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510, X9K0T Thin and ...","₹42,090",681 Ratings & 87 Reviews,/dell-vostro-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3510-x9k0t-thin-light-laptop/p/itmdb0953094ba84?pid=COMGBP5FEFEWGNZZ&lid=LSTCOMGBP5FEFEWGNZZAMVCPR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_76&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMGBP5FEFEWGNZZ.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/s/e/r/-original-imagcr7j9zvqpjeq.jpeg?q=70,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
65,Lenovo ThinkBook 13s Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Ligh...,"₹85,990",13 Ratings & 5 Reviews,/lenovo-thinkbook-13s-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-tb13s-itl-2-thin-light-laptop/p/itm8b0d0114b42ab?pid=COMG6YZZHQDGNGUP&lid=LSTCOMG6YZZHQDGNGUP5MDD8F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMG6YZZHQDGNGUP.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70,Intel Core i7 Processor (11th Gen)16 GB LPDDR4 RAM64 bit Windows 10 Operating System1 TB SSD33.02 cm (13 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
66,MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,"₹89,990",888 Ratings & 101 Reviews,/msi-gf65-thin-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-10ue-410in-gaming-laptop/p/itm4883b261a85ea?pid=COMG5AWTPR8FHHVA&lid=LSTCOMG5AWTPR8FHHVAMZKZO3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMG5AWTPR8FHHVA.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/a/4/a/gf65-thin-10ue-410in-gaming-laptop-msi-original-imag72h6wn7ktgzy.jpeg?q=70,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayPCI-e SSD (NVMe) ready,SHIFT,Silver-Lining Print,Cooler Boost 5,Audio Boost,Dragon Center,Nahimic 3,Narrow Bezel, 144Hz Panel2 Year On-Site Warranty"
67,DELL Inspiron Ryzen 5 Dual Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"₹45,490",17 Ratings & 2 Reviews,/dell-inspiron-ryzen-5-dual-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm9130b557c4381?pid=COMGC3HZXGYTWJX9&lid=LSTCOMGC3HZXGYTWJX97ZUJKH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMGC3HZXGYTWJX9.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/w/j/c/-original-imagf4htystubbsg.jpeg?q=70,AMD Ryzen 5 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
68,ASUS Vivobook 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB342WS Notebook,"₹35,790",160 Ratings & 23 Reviews,/asus-vivobook-14-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-x415ea-eb342ws-notebook/p/itm398d254bc83ec?pid=COMG9TN5WGUFGZY2&lid=LSTCOMG9TN5WGUFGZY2MXFSQA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMG9TN5WGUFGZY2.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kxc5nrk0/computer/0/i/2/x415ea-eb342ws-notebook-asus-original-imag9tn5rpypzyhq.jpeg?q=70,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayWindows 11 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee1 Year Onsite Warranty"
69,ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB...,"₹60,990",128 Ratings & 25 Reviews,/asus-tuf-gaming-a17-90whr-battery-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fa706ihrb-hx041w-laptop/p/itm210385fd14c7a?pid=COMGFYQZZFRKBNWV&lid=LSTCOMGFYQZZFRKBNWVYP70VR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMGFYQZZFRKBNWV.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Warranty
70,acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graph...,"₹99,990","1,457 Ratings & 200 Reviews",/acer-predator-helios-300-octa-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-ph315-53-gaming-laptop/p/itmb2022d3889ada?pid=COMGFH8KHCHZBHDQ&lid=LSTCOMGFH8KHCHZBHDQMC4B4U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_85&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMGFH8KHCHZBHDQ.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/x/s/4/na-gaming-laptop-acer-original-imag7whp2f8fgpaz.jpeg?q=70,"Free upgrade to Windows 11 when availableIntel Octa Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Care Center, Planet9, Acer Product Registration, Quick Access1 Year Onsite Warranty"
71,RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop,"₹46,490","2,430 Ratings & 324 Reviews",/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-thin-light-laptop/p/itm10269fcba1bcb?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_86&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMG4Z359A4Z3MFG.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty"
72,DELL Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 3511 Laptop,"₹40,990",4 Ratings & 0 Reviews,/dell-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-3511-laptop/p/itmf677d21c38bbe?pid=COMG9GE7EHAN6YC8&lid=LSTCOMG9GE7EHAN6YC8JKDTWT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_87&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMG9GE7EHAN6YC8.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 YEAR
73,ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹74,990",235 Ratings & 44 Reviews,/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itmb9d5c1df6f0c4?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_88&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMGCG2GXUAAMYJF.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/a/v/k/-original-image333jzhyzhyt.jpeg?q=70,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
74,ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop,"₹22,990",19 Ratings & 2 Reviews,/asus-2022-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-br1100cka-gj0722w-laptop/p/itm6c9997bdb0736?pid=COMGCV52YQN8Q2VY&lid=LSTCOMGCV52YQN8Q2VYFUEN82&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_89&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMGCV52YQN8Q2VY.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l23mhzk0/computer/e/6/4/br1100cka-gj0722w-laptop-asus-original-imagdgsbfwfbzdmw.jpeg?q=70,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System128 GB SSD29.46 cm (11.6 Inch) Display1 Year Onsite Warranty
75,DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Lig...,"₹59,499",52 Ratings & 9 Reviews,/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm9c47c87a25f86?pid=COMG9NYDBSMY4EZQ&lid=LSTCOMG9NYDBSMY4EZQV41ET2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_90&otracker=search&fm=organic&iid=66bb7438-07aa-4998-90be-79304c8ea75a.COMG9NYDBSMY4EZQ.SEARCH&ppt=None&ppn=None&ssid=9u4cdvxlhc0000001662961979954&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
